0325-0331,holi_date,1,00:00,1.0483333333333333,0.16166666666666668,-0.047083333333333345,0.04416666666666666
0325-0331,holi_date,10,01:30,1.0516666666666667,0.20833333333333334,-0.046250000000000006,0.059500000000000025
0325-0331,holi_date,100,16:30,1.2933333333333334,0.25666666666666665,0.22125000000000003,0.25350000000000006
0325-0331,holi_date,101,16:40,1.1583333333333332,0.2166666666666667,0.1741666666666667,0.18216666666666664
0325-0331,holi_date,102,16:50,1.1666666666666667,0.11,0.1775,0.15400000000000003
0325-0331,holi_date,103,17:00,1.2483333333333333,0.21166666666666667,0.19958333333333336,0.21783333333333332
0325-0331,holi_date,104,17:10,1.14,0.12166666666666666,0.19874999999999998,0.15799999999999997
0325-0331,holi_date,105,17:20,1.1483333333333337,0.24000000000000002,0.19458333333333336,0.19433333333333347
0325-0331,holi_date,106,17:30,1.2316666666666667,0.4216666666666667,0.21666666666666665,0.2826666666666667
0325-0331,holi_date,107,17:40,1.2900000000000003,0.48333333333333334,0.22166666666666668,0.32066666666666677
0325-0331,holi_date,108,17:50,1.3233333333333335,0.39666666666666667,0.23625,0.3105
0325-0331,holi_date,109,18:00,1.4133333333333333,0.47,0.27458333333333335,0.37483333333333335
0325-0331,holi_date,11,01:40,1.0433333333333332,0.2233333333333333,-0.05958333333333333,0.05616666666666663
0325-0331,holi_date,110,18:10,1.3216666666666665,0.285,0.3004166666666667,0.30216666666666664
0325-0331,holi_date,111,18:20,1.5250000000000001,0.5166666666666667,0.31541666666666673,0.4386666666666667
0325-0331,holi_date,112,18:30,1.3683333333333332,0.5016666666666666,0.26625000000000004,0.36749999999999994
0325-0331,holi_date,113,18:40,1.1683333333333332,0.24833333333333332,0.2116666666666667,0.20966666666666667
0325-0331,holi_date,114,18:50,1.1716666666666666,0.3333333333333333,0.20666666666666664,0.23416666666666663
0325-0331,holi_date,115,19:00,1.2249999999999999,0.3333333333333333,0.2016666666666667,0.24816666666666665
0325-0331,holi_date,116,19:10,1.1916666666666667,0.18000000000000002,0.17124999999999999,0.18
0325-0331,holi_date,117,19:20,1.1366666666666667,0.17166666666666666,0.15083333333333335,0.15283333333333335
0325-0331,holi_date,118,19:30,1.1516666666666666,0.2383333333333333,0.15625000000000003,0.1795
0325-0331,holi_date,119,19:40,1.3416666666666668,0.31,0.15166666666666664,0.2561666666666667
0325-0331,holi_date,12,01:50,1.06,0.19666666666666666,-0.043333333333333335,0.05966666666666667
0325-0331,holi_date,120,19:50,1.0866666666666667,0.28,0.1391666666666667,0.16566666666666668
0325-0331,holi_date,121,20:00,1.1033333333333333,0.20166666666666666,0.16041666666666668,0.15566666666666668
0325-0331,holi_date,122,20:10,1.17,0.2883333333333333,0.1745833333333334,0.20733333333333331
0325-0331,holi_date,123,20:20,1.1333333333333335,0.2533333333333333,0.16125,0.18050000000000005
0325-0331,holi_date,124,20:30,1.1383333333333334,0.17166666666666666,0.16958333333333334,0.16083333333333338
0325-0331,holi_date,125,20:40,1.1483333333333332,0.25000000000000006,0.1595833333333333,0.1833333333333333
0325-0331,holi_date,126,20:50,1.1050000000000002,0.17500000000000002,0.15499999999999997,0.14600000000000007
0325-0331,holi_date,127,21:00,1.0966666666666667,0.15666666666666668,0.14791666666666667,0.13516666666666666
0325-0331,holi_date,128,21:10,1.0883333333333334,0.16166666666666668,0.14291666666666666,0.13216666666666668
0325-0331,holi_date,129,21:20,1.095,0.13999999999999999,0.1395833333333333,0.1263333333333333
0325-0331,holi_date,13,02:00,1.055,0.20833333333333334,-0.03625,0.06449999999999999
0325-0331,holi_date,130,21:30,1.0833333333333333,0.14666666666666667,0.11208333333333335,0.11383333333333331
0325-0331,holi_date,131,21:40,1.0533333333333332,0.21666666666666667,0.08958333333333335,0.11683333333333332
0325-0331,holi_date,132,21:50,1.0383333333333333,0.15333333333333332,0.08750000000000002,0.0925
0325-0331,holi_date,133,22:00,1.0616666666666665,0.15166666666666667,0.06750000000000002,0.09099999999999997
0325-0331,holi_date,134,22:10,1.0733333333333333,0.13833333333333334,0.06583333333333335,0.08983333333333332
0325-0331,holi_date,135,22:20,1.0650000000000002,0.12333333333333334,0.042083333333333334,0.07333333333333339
0325-0331,holi_date,136,22:30,1.0516666666666667,0.08666666666666667,0.05125000000000002,0.06200000000000003
0325-0331,holi_date,137,22:40,1.0533333333333335,0.13833333333333334,0.027916666666666673,0.06866666666666671
0325-0331,holi_date,138,22:50,1.0650000000000002,0.16333333333333333,0.0012500000000000033,0.06900000000000005
0325-0331,holi_date,139,23:00,1.0483333333333333,0.15,0.0033333333333333344,0.06083333333333333
0325-0331,holi_date,14,02:10,1.0533333333333335,0.09333333333333334,-0.05583333333333334,0.021666666666666702
0325-0331,holi_date,140,23:10,1.0466666666666666,0.10500000000000002,-0.0004166666666666655,0.04533333333333333
0325-0331,holi_date,141,23:20,1.0533333333333332,0.15833333333333335,-0.0037499999999999994,0.06199999999999997
0325-0331,holi_date,142,23:30,1.0516666666666665,0.17166666666666666,-0.013333333333333336,0.06166666666666661
0325-0331,holi_date,143,23:40,1.055,0.07666666666666666,-0.05083333333333334,0.01916666666666664
0325-0331,holi_date,144,23:50,1.0633333333333335,0.09333333333333332,-0.03708333333333333,0.032166666666666704
0325-0331,holi_date,15,02:20,1.0483333333333333,0.205,-0.05958333333333335,0.05216666666666665
0325-0331,holi_date,16,02:30,1.2083333333333333,0.47,-0.05583333333333334,0.18116666666666661
0325-0331,holi_date,17,02:40,1.0533333333333335,0.10166666666666668,-0.08875,0.011000000000000044
